,artist_ids,genres_all
1522,0s1ec6aPpRZ4DCj15w1EFg,"compositional ambient, scorecore, soundtrack, video game music"
1523,0cmWgDlu9CwTgxPhf403hb,"downtempo, electronic, indietronica, ninja, nu jazz, trip hop"
1524,6i3DxIlAqnDkwELLw4aVrx,viral pop
1525,6kBDZFXuLrZgHnvmPu9NsG,"acid techno, ambient, electronic, fourth world, intelligent dance music, trip hop"
1526,3xNhaqwvNIAP57dWgMTP1d,"regional mexican, regional mexican pop"
1527,5YxebzzreNswbtYC1td4cx,"gospel, naija worship"
1528,5cKlE8f6b26h61Ml7m052Q,
1529,4z19QMyPVRwbd4Fs2LisBa,"reggaeton flow, tropical"
1530,3PhL2Vdao2v8SS8AptuhAr,"scorecore, soundtrack"
1531,5S6hjAxgxjsLylsTtMIimO,"alternative metal, nu metal, post-grunge, rap metal, rap rock, wrestling"
1532,1L4nOFaQKejFy75REi9BKh,hollywood
1533,1Zn69emN3uZsF6YwCrkgYp,"contemporary country, country, country road, modern country rock, redneck"
1534,3NChzMpu9exTlNPiqUQ2DE,"alternative metal, emo, modern rock, pop punk, post-hardcore, screamo"
1535,57WHJIHrjOE3iAxpihhMnp,"dance pop, pop, post-teen pop"
1536,1fBCIkoPOPCDLUxGuWNvyo,"album rock, glam metal, hard rock, rock"
1537,1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, punk, rock, skate punk"
1538,0PxzGnCYBpSuaI49OR94cA,"edm, indietronica, vapor soul, vapor twitch"
1539,2OaHYHb2XcFPvqL3VsyPzU,"escape room, trap queen, underground hip hop"
1540,6NyJIFHAePjHR1pFxwisqz,"g funk, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, west coast rap, west coast trap"
1541,1GLtl8uqKmnyCWxHmw9tL4,"garage rock, indie rock, modern rock, rock"
1542,1E4r4z7ivGUcSAnCbINJ9v,"alternative metal, groove metal, industrial metal, nu metal, post-grunge, rap metal, rap rock, wrestling"
1543,6ghiFYcwn2Vzl6K50U0UPz,"contemporary country, country road, lift kit, modern country rock"
1544,4Wjf8diP59VmPG7fi4y724,"big room, edm, electro house, progressive house"
1545,7KMqksf0UMdyA0UCf4R3ux,"neo mellow, pop, pop rock"
1546,59xlizZFIFUvLC0I8iV2Jv,"banda, cumbia, duranguense, grupera, norteno, ranchera, regional mexican"
1547,3CAhiUHkUYT1mFtVHM9SHA,"banda, grupera, norteno, ranchera, regional mexican"
1548,1OAjDaKgg00KCUYqDe68un,"europop, italo dance"
1549,59sBwR0jPSTrbMtuTkRPN5,"canadian folk, chamber pop, folk-pop, indie anthem-folk, indie folk, indiecoustica, neo mellow, new americana, stomp and holler"
1550,74gcBzlQza1bSfob90yRhR,"canadian folk, indie folk"
1551,4hAridhpYF50cbO6o7jB3b,"anthem worship, christian music, world worship, worship"
1552,4AGwPDdh1y8hochNzHy5HC,"alternative dance, chillwave, electropop, indie pop, indie poptimism, indie psych-rock, indietronica, metropopolis, modern rock, nu disco, shimmer pop, vapor soul"
1553,2retT7MFwHDVTeGKDdybEx,"deep pop r&b, hip pop, pop, r&b, urban contemporary"
1554,3ZotbHeyVQKxQCPDJuQ4SU,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, neo soul, southern hip hop"
1555,6XFITTl7cFTdopDY3lUdlY,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
1556,2OHKEe204spO7G7NcbeO2o,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
1557,716ZwtZBmwROBXcFmCzfdM,"indie pop, indie poptimism, indietronica, modern alternative rock, modern rock, neo mellow, piano rock, pop rock"
1558,69cjjIQEN8M6heOBT2SqZE,"chillhop, lo-fi beats"
1559,25oLRSUjJk4YHNUsQXk7Ut,edm
1560,4aJTB79uwT4sP0Nb8QGWHc,"canadian contemporary country, contemporary country, country, country road, modern country rock"
1561,5KNqYrivNgVCHBssEUSu5B,"dance pop, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1562,3Lg3FGwBxOGuefqekQzRUf,"alternative country, deep new americana, folk, folk-pop, indie folk, new americana, outlaw country, roots rock, stomp and holler, texas country"
1563,5e1BZulIiYWPRm8yogwUYH,"canadian indie, chamber pop, dance pop, folk-pop, indie pop, indie poptimism, indie rock, indietronica, lilith, metropopolis, permanent wave, pop rock"
1564,3TNt4aUIxgfy9aoaft5Jj2,"alternative dance, alternative rock, art pop, brooklyn indie, chamber pop, dance-punk, folk-pop, garage rock, indie pop, indie rock, indietronica, modern rock, new rave, rock"
1565,4dSQICBjdUIp5iK6RRU2bY,"broadway, comic, hollywood, movie tunes, show tunes"
1566,2NmK5FyrQ18HOPXq1UBzqa,"dance pop, girl group, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1567,1tX4Yf64m81Ju9THQiXAzn,"regional mexican, regional mexican pop, romanian hip hop"
1568,6iWuBN32BqCJAeXW6o3nil,"alternative r&b, electropop, indie r&b"
1569,04abdnqPQe2N4fjztDea6z,"dance pop, pop, post-teen pop, teen pop, viral pop"
1570,0PN0fbe41KbuzlRYnoajNm,"banda, grupera, mariachi, norteno, ranchera, regional mexican"
1571,4aJTB79uwT4sP0Nb8QGWHc,"canadian contemporary country, contemporary country, country, country road, modern country rock"
1572,5KNqYrivNgVCHBssEUSu5B,"dance pop, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1573,3Lg3FGwBxOGuefqekQzRUf,"alternative country, deep new americana, folk, folk-pop, indie folk, new americana, outlaw country, roots rock, stomp and holler, texas country"
1574,5e1BZulIiYWPRm8yogwUYH,"canadian indie, chamber pop, dance pop, folk-pop, indie pop, indie poptimism, indie rock, indietronica, lilith, metropopolis, permanent wave, pop rock"
1575,3TNt4aUIxgfy9aoaft5Jj2,"alternative dance, alternative rock, art pop, brooklyn indie, chamber pop, dance-punk, folk-pop, garage rock, indie pop, indie rock, indietronica, modern rock, new rave, rock"
1576,4dSQICBjdUIp5iK6RRU2bY,"broadway, comic, hollywood, movie tunes, show tunes"
1577,2NmK5FyrQ18HOPXq1UBzqa,"dance pop, girl group, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1578,1tX4Yf64m81Ju9THQiXAzn,"regional mexican, regional mexican pop, romanian hip hop"
1579,5bi4lyuj5ZrayYKlibl9ij,broadway
1580,4AGwPDdh1y8hochNzHy5HC,"alternative dance, chillwave, electropop, indie pop, indie poptimism, indie psych-rock, indietronica, metropopolis, modern rock, nu disco, shimmer pop, vapor soul"
1581,2retT7MFwHDVTeGKDdybEx,"deep pop r&b, hip pop, pop, r&b, urban contemporary"
1582,3ZotbHeyVQKxQCPDJuQ4SU,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, neo soul, southern hip hop"
1583,6XFITTl7cFTdopDY3lUdlY,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
1584,2OHKEe204spO7G7NcbeO2o,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
1585,716ZwtZBmwROBXcFmCzfdM,"indie pop, indie poptimism, indietronica, modern alternative rock, modern rock, neo mellow, piano rock, pop rock"
1586,69cjjIQEN8M6heOBT2SqZE,"chillhop, lo-fi beats"
1587,25oLRSUjJk4YHNUsQXk7Ut,edm
1588,5tIkXJTex4JY7cv9mmgAZx,"indie poptimism, metropopolis, modern alternative rock"
1589,4XqfpACObRB5AsBcUYjL8X,"g funk, gangster rap, west coast rap, west coast trap"
1590,41dLItQx3PSyP6n1AMd87b,"british soundtrack, scorecore, soundtrack, video game music"
1591,5BKzvAPtNXnt0LwzGvKOH3,"contemporary country, country, country road, modern country rock, outlaw country, red dirt, texas country"
1592,3UVRliakQfa1pMWIsNuiZ8,"alternative r&b, dance pop, hip pop, indie r&b, neo soul, r&b, urban contemporary"
1593,6xBZgSMsnKVmaAxzWEwMSD,alternative hip hop
1594,1kDGbuxWknIKx4FlgWxiSp,"alternative pop rock, modern alternative rock, modern rock, rock"
1595,6MERXsiRbur2oJZFgYRDKz,"bow pop, classify"
1596,0NKDgy9j66h3DLnN8qu1bB,"dance rock, disco, europop, mellow gold, new romantic, new wave, new wave pop, rock, soft rock, synthpop"
1597,5U2zidY0OdTB6P5axinwOZ,hollywood
1598,7mPcfx7PhnBh6n4HMCd61A,"contemporary country, country, country gospel, country road, country rock, traditional country"
1599,1co4F2pPNH8JjTutZkmgSm,"permanent wave, punk, rock, skate punk"
1600,1Tsag5J854qxeOo2apszug,"canadian rock, emo, metalcore, pop punk, post-hardcore, screamo"
1601,7fIvjotigTGWqjIz6EP1i4,"adult standards, brill building pop, christmas, classic soul, disco, folk rock, funk, mellow gold, motown, quiet storm, soul"
1602,6FbDoZnMBTdhhhLuJBOOqP,"alaska indie, folk-pop, lilith, permanent wave, pop rock, singer-songwriter"
1603,69lxxQvsfAIoQbB20bEPFC,"american contemporary classical, classical, compositional ambient, contemporary classical, drone, fourth world, minimal, soundtrack"
1604,4U6sGpoCZvYkwmwB3VtRTW,"deep pop r&b, trap soul"
1605,2gbT6GPXMis0OAkZbEQCYB,"alternative emo, emo, indie folk, indie rock, modern rock, new jersey indie"
1606,7MyUjj79oHy7I8RocrtzZ2,"banda, cumbia, duranguense, grupera, norteno, ranchera, regional mexican"
1607,4S5t9CJJNjl6zEp5e1OMiO,"regional mexican, regional mexican pop"
1608,4YLQaW1UU3mrVetC8gNkg5,"big room, brostep, deep big room, edm, electro house, electronic trap, mashup, pop, progressive electro house, progressive house, tropical house, tropical pop edm"
1609,0HyM2wwUfOsZYD4Dj5IOOZ,focus
1610,0hHT2BH7XTm3ZdZb6CX064,"nu-cumbia, regional mexican"
1611,2i9uaNzfUtuApAjEf1omV8,"dance pop, electropop, indie poptimism, indie r&b, indietronica, pop, vapor soul"
1612,0ZrpamOxcZybMHGg1AYtHP,"dance pop, hip pop, neo soul, pop, r&b, urban contemporary"
1613,0rlKkLkpsCnJbZethGBfAk,
1614,2HO2kO7O5gEnM91dhobllP,"trap music, trap soul, underground hip hop, vapor trap"
1615,2bqAlaRiT91dCQ7KMGnP8i,"compositional ambient, focus"
1616,7xEFii6utZmQ61kX59HmLH,"deep tropical house, electropop, indie poptimism, modern rock, pop, tropical house"
1617,5sUrlPAHlS9NEirDB8SEbF,"cantautor, latin, latin arena pop, latin pop, mexican pop, rock en espanol, spanish pop, tropical"
1618,4MPkNgar5uTd8Sqvrr7par,"contemporary country, country, country gospel, country road, country rock, modern country rock, outlaw country, texas country, traditional country"
1619,3JFsVIxOn7STeilPICkkB2,"alternative metal, groove metal, melodic death metal, melodic metalcore, metal, nu metal"
1620,2NmK5FyrQ18HOPXq1UBzqa,"dance pop, girl group, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1621,1tX4Yf64m81Ju9THQiXAzn,"regional mexican, regional mexican pop, romanian hip hop"
1622,5bi4lyuj5ZrayYKlibl9ij,broadway
1623,6iWuBN32BqCJAeXW6o3nil,"alternative r&b, electropop, indie r&b"
1624,04abdnqPQe2N4fjztDea6z,"dance pop, pop, post-teen pop, teen pop, viral pop"
1625,3SwqynF0kqvqwKJX9EXEQ3,"asmr, sleep"
1626,73jBynjsVtofjRpdpRAJGk,"belgian dance, big room, deep big room, dutch hip hop, edm, electro house, progressive electro house, tropical house"
1627,0UGSKGxAJfltNONQ4AtETL,"vintage gospel, vocal harmony group"
1628,2pQAUIesBqfT87PaM1ijtk,"reggaeton flow, trap latino"
1629,3Ay15wt0QChT4Kapsuw5Jt,"contemporary country, country, country gospel, country road, country rock, nashville sound, outlaw country, traditional country"
1630,0GgyFUpOyzWDRDqx8FCTDN,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
1631,5oNgAs7j5XcBMzWv3HAnHG,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
1632,5AEG63ajney2BoDXi0Vb84,"album rock, blues-rock, classic rock, folk rock, hard rock, mellow gold, rock, soft rock, southern rock"
1633,6ZhjJOJXXwnPS8PrXdmjLw,"deep southern trap, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
1634,5dMnvpYEfXvSexjwnSRH5n,"canadian contemporary country, contemporary country, deep talent show"
1635,0O1cTzccAEKaEFShgzAK9V,"underground hip hop, vapor trap"
1636,6CxZzQFUTM6AzgluGwtq5w,"neo soul, new jack swing, quiet storm, r&b, urban contemporary"
1637,0399oiMcmbOzzsYQDNYqxn,"gangster rap, hyphy, pop rap, rap, southern hip hop, trap music, west coast trap"
1638,23sYU61n9f1CzYi8NJhAXS,underground hip hop
1639,5J6L7N6B4nI1M5cwa29mQG,"bluegrass, folk, lilith, progressive bluegrass"
1640,4Otx4bRLSfpah5kX8hdgDC,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap"
1641,6i1GVNJCyyssRwXmnaeEFH,"big room, dance pop, deep tropical house, edm, electro house, house, pop, progressive electro house, tropical house"
1642,1YhMWppPt9RVODKD1KCs7W,"banda, grupera, norteno, regional mexican, regional mexican pop"
1643,1ZjAT2nTrzDIXFfsQ2hWJk,"alternative metal, nu metal, post-grunge, rap rock"
1644,0p4ViyfJUTW0IT4SCBLexf,"vapor trap, west coast trap"
1645,2mV8aJphiSHYJf43DxL7Gt,"alternative dance, electropop, filter house, indie poptimism, indietronica, new rave, nu disco"
1646,0OgdRTPItr9dw4XYp4JJUx,"melodic metalcore, metalcore, post-screamo, screamo"
1647,64mPnRMMeudAet0E62ypkx,"alternative metal, alternative rock, comic, funk metal, funk rock, garage rock, grunge, hard rock, nu metal, post-grunge, rap rock, rock"
1648,5icKdCmMhNMYoAzVBAWt39,
1649,7v9bFXCdSMA2o3gS4nvp0F,"crunk, deep southern trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music"
1650,17Zu03OgBVxgLxWmRUyNOJ,"abstract beats, alternative hip hop, chillhop, indie r&b, underground hip hop, wonky"
1651,6I3MElirhT5t6Kf7p0hGk9,"alternative r&b, escape room, indie r&b, underground hip hop"
1652,58xmt13Xf7RsThzGOM1aKh,"australian pop, channel pop, indie cafe pop, neo mellow, pop, post-teen pop, viral pop"
1653,12FHARd9fY0Tu0ila4Ua25,"crunk, dirty south rap, gangster rap, hip hop, hip pop, miami hip hop, pop rap, rap, southern hip hop, trap music"
1654,2yJwXpWAQOOl5XFzbCxLs9,"pop punk, punk, skate punk"
1655,1rSGNXhhYuWoq9BEz5DZGO,"big room, edm, electro house, progressive electro house, progressive house, progressive trance, trance, uplifting trance"
1656,53M4Iv2RkzzxFFvW2B1jhC,"big room, deep big room, edm, electro house, electropowerpop, emo, pop punk, screamo, trancecore"
1657,6O7MpKrY91vlCd4Osi6XKs,"alternative metal, pop punk, post-grunge, screamo"
1658,0HgICyWHmS6rnl8xWEd0x6,"banda, regional mexican, regional mexican pop"
1659,7ITd48RbLVpUfheE7B86o2,"alternative rock, chamber pop, folk-pop, indie folk, indie pop, indie rock, modern rock, neo-psychedelic, pop rock, stomp and holler"
1660,4TAoP0f9OuWZUesao43xUW,"afrobeats, afropop, ghanaian hip hop"
1661,3PfJE6ebCbCHeuqO4BfNeA,"classical, classical performance, orchestra"
1662,26bcq2nyj5GB7uRr558iQg,"album rock, hard rock, rock, soft rock"
1663,3qbnxnvUqR14MJ9g8QwZJK,"contemporary country, country, country road"
1664,1TJbmc7jTpw78GKCiMpvDh,"alternative metal, neo mellow, pop rock, post-grunge"
1665,5dbuFbrHa1SJlQhQX9OUJ2,"album rock, art rock, classic rock, folk, folk rock, heartland rock, mellow gold, pop rock, rock, roots rock, singer-songwriter, soft rock"
1666,5gspAQIAH8nJUrMYgXjCJ2,"alternative rock, folk-pop, freak folk, indie folk, indie pop, indie rock, modern rock, neo-psychedelic, noise pop, philly indie"
1667,7352aRY2mqSxBZwzUb6LmA,"dance pop, hip hop, hip pop, pop, pop rap, r&b, rap, southern hip hop, urban contemporary"
1668,2auiVi8sUZo17dLy1HwrTU,"alternative r&b, dance pop, escape room, hip pop, indie r&b, neo soul, pop, r&b, urban contemporary"
1669,4iiQabGKtS2RtTKpVkrVTw,"indie pop, indie poptimism, indietronica, la indie, metropopolis, modern alternative rock, modern rock"
1670,4lDXfIznmGueBgTjI3qGUX,"french indie pop, french indietronica, tropical house"
1671,5mqguTgtaoCMNMZD6txCh6,"bedroom pop, indie r&b"
1672,4IF11U0nzFhAaLDGZH3vSx,"antiviral pop, deep chiptune, otacore"
1673,2t7vyRN71qtQT18frElAnV,"latin pop, trap espanol, trap latino"
1674,4WL6MC4jDW7w7K9hfc4MVS,"brill building pop, doo-wop, rhythm and blues, rock-and-roll, rockabilly"
1675,0fYw4bch7qTxBZLS3rSVMj,underground hip hop
1676,0mWi0Jr9Ir8GPGVBpQqI1W,
1677,1BAdSa5cdtCNLbvT7gWmtJ,"bass trap, brostep, catstep, complextro, edm, electro house, tracestep, tropical pop edm"
1678,4PwrerouUXvowe3ynAOWSP,violin
1679,1I0u4AcLiYUrTTPAXadpLO,
1680,2pdvghEHZJtgSXZ7cvNLou,"album rock, art rock, blues-rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock, traditional folk"
1681,6p5JxpTc7USNnBnLzctyd4,"folk-pop, neo mellow, pop rock"
1682,2NzWRNaaLByHyI3wpuec8P,"new age, new age piano"
1683,5L6QAKAkdJIPLsNbItZ2KF,"banda, duranguense, grupera, norteno, regional mexican"
1684,694QW15WkebjcrWgQHzRYF,"alternative metal, alternative rock, grunge, permanent wave, pop punk, pop rock, post-grunge, rock"
1685,7Io0XduXk7aOHFHA7sLru2,
1686,7ceUfdWq2t5nbatS6ollHh,"adult standards, brill building pop, canadian pop, christmas, easy listening, lounge, rock-and-roll, rockabilly"
1687,1SZMaiNHfdUuU0qZKZ6y62,"ccm, christian alternative rock, christian music, christian rock, worship"
1688,3yvCFkK57FXH7JIwZQ5CmU,"canadian hip hop, rap, southern hip hop, trap music, trap soul, underground hip hop, vapor trap"
1689,5cu4bEi3Pe9SihrGOgCBLW,
1690,2NzWRNaaLByHyI3wpuec8P,"new age, new age piano"
1691,1uLYUm2A6kpFYAECfAFoH1,
1692,5L6QAKAkdJIPLsNbItZ2KF,"banda, duranguense, grupera, norteno, regional mexican"
1693,694QW15WkebjcrWgQHzRYF,"alternative metal, alternative rock, grunge, permanent wave, pop punk, pop rock, post-grunge, rock"
1694,7Io0XduXk7aOHFHA7sLru2,
1695,1SZMaiNHfdUuU0qZKZ6y62,"ccm, christian alternative rock, christian music, christian rock, worship"
1696,5cu4bEi3Pe9SihrGOgCBLW,
1697,2b0aKuno01NxPWVCUVIEc8,"chillhop, lo-fi beats"
1698,2Waw2sSbqvAwK8NwACNjVo,"comedy, comic"
1699,3p3jPcp8b7WL9XYj4xlsWj,trap queen
1700,0CDUUM6KNRvgBFYIbWxJwV,"alternative country, deep new americana, folk-pop, funk, indie folk, indie pop, indie rock, la indie, modern rock, new americana, pop rock, roots rock, stomp and holler"
1701,68KvrDM8KF36LHUvTgEIS9,
1702,4BwiodzEp9Hwes5HeFjMVK,"banda, cumbia, grupera, norteno, ranchera, regional mexican"
1703,7uGhSk7fVURjDaiXW1FSbL,"duranguense, norteno, regional mexican, regional mexican pop"
1704,69MEO1AADKg1IZrq2XLzo5,"reggae fusion, uk reggae"
1705,5schXx0Ys4N52iU7On2j4c,"chillhop, lo-fi beats"
1706,50NoVNy9GU1lCrDV8iGpyu,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop"
1707,6TKOZZDd5uV5KnyC5G4MUt,"adult standards, brill building pop, christmas, classic soul, funk, motown, quiet storm, soul, southern soul"
1708,5LhTec3c7dcqBvpLRWbMcf,"alternative hip hop, funk, hip hop, turntablism"
1709,5Ld19xtpAR80G2boTcHaVx,"chamber pop, indie anthem-folk, indie cafe pop, indie folk"
1710,57WHJIHrjOE3iAxpihhMnp,"dance pop, pop, post-teen pop"
1711,1fBCIkoPOPCDLUxGuWNvyo,"album rock, glam metal, hard rock, rock"
1712,1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, punk, rock, skate punk"
1713,0PxzGnCYBpSuaI49OR94cA,"edm, indietronica, vapor soul, vapor twitch"
1714,2OaHYHb2XcFPvqL3VsyPzU,"escape room, trap queen, underground hip hop"
1715,5Yi0y4bNdc04Oxk9l6nwXa,hollywood
1716,1UdQqCUR7RwB9YYJONwbdM,"alternative metal, nu metal, post-grunge, rap rock"
1717,7ENzWT59o740mBAZkR3dpO,"environmental, sleep"
1718,4FX5p8T76gw69sWyPbggCj,"classify, compositional ambient, focus"
1719,3DiSC0nSNNWpPy5ZK3mcrz,"hyphy, west coast trap"
1720,78D8GHzW7QisjfTwhk9PM2,bass trap
1721,4FCzCS0KEgb0rgySWINItO,"big room, deep big room, deep groove house, edm, electro house, house, progressive electro house, progressive house, tropical house, tropical pop edm"
1722,5Nf5yishRW9Ye174sJISkg,
1723,2snm3HmsnDUDxbIChdl2Oj,"hollywood, movie tunes"
1724,5IaAggho4F1gWHE5REe1e8,"banda, cumbia, duranguense, grupera, norteno, regional mexican"
1725,4tujQJicOnuZRLiBFdp3Ou,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, west coast rap"
1726,0f4zEF6vddRYg7Y3GDL8lk,"british comedy, comedy, comic"
1727,7BAaznGSsqcksud4R5ou5z,
1728,7CdGfkCRgPhElnqy3HPJ4a,
1729,59KX7XUUgAOOo5IyDjca0T,"lo-fi beats, vapor soul"
1730,3SEJQy90Vgg1aSnZ9b4AU9,"country rap, pop rap, southern hip hop"
1731,0yNLKJebCb8Aueb54LYya3,"alternative rock, art rock, britpop, dance rock, electronic, madchester, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, synthpop, uk post-punk"
1732,08ct2eZF5lUPdJpHwNKWof,"mellow gold, neo mellow, pop rock, post-grunge, rock"
1733,3vDpQbGnzRbRVirXlfQagB,"alternative country, new americana, roots rock"
1734,3PhL2Vdao2v8SS8AptuhAr,"scorecore, soundtrack"
1735,0aTN0q5z2kSMzcsajQNDMU,
1736,5S6hjAxgxjsLylsTtMIimO,"alternative metal, nu metal, post-grunge, rap metal, rap rock, wrestling"
1737,1L4nOFaQKejFy75REi9BKh,hollywood
1738,1Zn69emN3uZsF6YwCrkgYp,"contemporary country, country, country road, modern country rock, redneck"
1739,3NChzMpu9exTlNPiqUQ2DE,"alternative metal, emo, modern rock, pop punk, post-hardcore, screamo"
1740,3PAwspMN27PDm81WwXDsMf,"latin, latin hip hop, latin pop, pop, reggaeton, reggaeton flow, trap latino, tropical"
1741,7naAJDAh7AZnf18YYfQruM,"indie pop rap, pop"
1742,0G74PWccc2UbEEHNKVVaKB,"swedish folk pop, swedish pop"
1743,7bvAtcPT3evvSeHDyu2zBC,"anthem worship, christian music, world worship, worship"
1744,1qqdO7xMptucPDMopsOdkr,"anthem emo, deep pop punk, emo, pixie, pop punk"
1745,78xUyw6FkVZrRAtziFdtdu,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, neo soul, pop rap, rap, southern hip hop"
1746,08dD0frW9WYHRGVa40oILp,otacore
1747,01aC2ikO4Xgb2LUpf9JfKp,"blues-rock, electric blues, funk, garage rock, modern blues, modern blues rock, soul blues, texas blues"
